age,university_year,sleep_duration,work_hours,screen_time,caffeine_consumption,exercise_frequency,sleep_quality,weekday_sleep_start,weekend_sleep_start,weekday_sleep_end,weekend_sleep_end,is_female,is_male,is_other,predicted_productivity_score,predicted_mood_score,predicted_stress_level
0.75,0.0,0.4444444444444445,0.31355932203389836,0.5333333333333333,0.0,-0.6666666666666666,1.0,0.3502235469448583,-0.8614157527417746,0.25331724969843206,-1.0359520639147792,0.0,0.0,1.0,0.055671533398024275,0.10858863631195632,-0.06533909462568019
0.0,-0.8,-0.07407407407407414,-0.00847457627118641,-0.46666666666666684,1.0,0.0,-0.6,-0.18926974664679594,-0.5573280159521437,0.639324487334138,0.6418109187749672,0.0,1.0,0.0,-0.10104933011999868,-0.08094421160256185,0.011499488975666751
0.25,1.6,-0.5185185185185186,0.11016949152542378,0.8666666666666667,1.0,-0.3333333333333333,0.0,0.9304520615996025,0.7756729810568291,-0.002412545235223109,1.0199733688415444,0.0,1.0,0.0,-0.03846432557683745,0.021231555093386152,0.0588628466404355
0.75,1.6,-0.07407407407407414,0.43220338983050843,0.13333333333333316,0.6666666666666666,-0.3333333333333333,0.8,0.9125683060109289,-0.8584247258225324,-0.09408926417370297,0.22103861517976067,0.0,0.0,1.0,0.022755326131037514,-0.045928866306367694,-0.1370762966292201
-0.25,1.6,-0.6666666666666665,-0.5677966101694915,0.06666666666666674,-0.6666666666666666,0.3333333333333333,-0.4,1.0278191753601589,-0.6550348953140579,1.0108564535585047,0.0026631158455396953,0.0,1.0,0.0,-0.11500078354101403,-0.04203077779426081,-3.59285917197567e-05
1.0,-0.8,-0.5925925925925924,1.0084745762711864,0.40000000000000013,0.3333333333333333,0.3333333333333333,0.8,-0.08296075509190272,0.6121635094715849,-0.8902291917973462,0.8015978695073235,0.0,0.0,1.0,0.023202842310582887,-0.03206898912244428,-0.06783447109310359
0.25,0.0,0.0,0.9576271186440677,0.5333333333333333,-0.3333333333333333,0.3333333333333333,0.2,0.239940387481371,0.8245264207377865,0.8178528347406516,0.9613848202396805,1.0,0.0,0.0,-0.10429270844833072,-0.045105883417215845,-0.11387268592125839
0.25,0.0,-0.14814814814814828,0.2966101694915254,0.26666666666666666,-0.3333333333333333,0.6666666666666666,-0.2,-0.014406358668653885,-0.18344965104685956,-0.6200241254523524,0.540612516644474,0.0,1.0,0.0,-0.03076943293916472,-0.09676274887735486,0.08414616526227135
0.75,-0.8,0.7777777777777776,-0.6186440677966101,-0.8000000000000003,-0.3333333333333333,0.3333333333333333,0.4,0.042225534028812614,0.6171485543369888,0.6055488540410137,-0.11984021304926737,1.0,0.0,0.0,-0.0911781119440536,-0.11574814707816929,-0.12684100391263708
-0.5,0.0,-0.2592592592592593,0.3644067796610168,-0.40000000000000013,0.3333333333333333,-0.3333333333333333,0.6,0.3989071038251365,-0.7357926221335993,0.2822677925211098,0.1944074567243675,0.0,0.0,1.0,-0.07574828407619778,-0.04499879541987337,-0.13416847030734358
-0.25,-0.8,0.14814814814814828,-0.8728813559322033,0.7999999999999999,1.0,0.6666666666666666,0.2,-0.28464977645305534,0.21335992023928202,-0.2484921592279854,0.4234354194407463,1.0,0.0,0.0,-0.05925284728731061,0.01952284622889681,-0.00938152641648569
0.75,0.0,0.2592592592592593,-0.9576271186440677,-0.6000000000000002,-0.6666666666666666,-0.6666666666666666,0.0,-0.4535519125683062,-0.8923230309072782,0.779252110977081,-0.6524633821571227,1.0,0.0,0.0,0.0933267957301503,0.10231349464297732,0.049974612402990705
-0.25,0.8,-0.888888888888889,-0.49999999999999994,-0.33333333333333337,0.3333333333333333,-1.0,0.2,1.098360655737705,-0.1994017946161517,-0.8854041013269,-0.11451398135818892,0.0,0.0,1.0,-0.016461716952494508,-0.14273324790769096,-0.14178022244661032
-0.25,0.8,0.2962962962962962,-0.07627118644067798,-0.2000000000000002,-0.3333333333333333,0.3333333333333333,0.0,0.6969696969696967,0.5643070787637088,-0.4704463208685162,0.7003994673768311,1.0,0.0,0.0,-0.15105879071697406,-0.08490227549754747,0.002673827234162516
1.0,1.6,-0.5925925925925924,0.7372881355932204,-0.2000000000000002,0.6666666666666666,-1.0,0.6,-0.35916542473919544,0.6500498504486539,0.18576598311218326,0.32756324900133144,1.0,0.0,0.0,0.053496532398664975,0.00786456162463211,-0.11869602495031376
0.25,0.8,0.8518518518518521,0.4491525423728812,0.13333333333333316,0.0,-1.0,-0.8,0.32240437158469937,-0.22133599202392826,-0.2291917973462001,-0.19440745672436655,0.0,0.0,1.0,-0.03399674708632234,-0.006849315638618497,-0.07445989867273277
0.0,0.8,-0.6666666666666665,0.48305084745762716,0.7999999999999999,0.3333333333333333,-0.6666666666666666,0.4,-0.25285643318430223,-0.5912263210368894,0.26779252110977114,0.34354194407456773,1.0,0.0,0.0,-0.009339527362826915,-0.10691433927963682,-0.09164759360162272
1.0,0.8,-0.14814814814814828,-0.1610169491525424,-0.6000000000000002,0.3333333333333333,-1.0,1.0,0.40486835568802776,-0.630109670987039,-0.8612786489746684,-0.8175765645805583,0.0,0.0,1.0,0.03064970892845219,-0.11896884357450416,0.002170303742393383
1.0,-0.8,-0.7777777777777776,-0.31355932203389825,-0.8000000000000003,-0.6666666666666666,-1.0,1.0,0.3134624937903624,0.377866400797607,-0.6827503015681545,-0.21038615179760284,1.0,0.0,0.0,0.017302929585921393,-0.12785038104892935,0.019010450402493606
-0.25,0.8,0.9259259259259258,-0.2627118644067796,-0.6666666666666667,-0.6666666666666666,-0.6666666666666666,-0.6,0.7983109786388476,0.5214356929212363,-0.6634499396863692,0.6205059920106525,0.0,0.0,1.0,-0.0592472090818445,0.009795213231240822,-0.030967386341055378
0.5,0.8,0.0,0.9915254237288136,0.7333333333333335,0.3333333333333333,0.0,0.8,0.5906607054148035,0.8943170488534394,-0.5428226779252111,-0.5992010652463373,0.0,0.0,1.0,0.003356071121590487,0.01441029614484589,-0.03115683243807013
0.25,1.6,0.18518518518518517,-0.9406779661016949,0.1999999999999999,-0.3333333333333333,0.6666666666666666,-0.8,-0.13363139592647813,-0.4257228315054836,-0.021712907117008413,-0.673768308921437,1.0,0.0,0.0,-0.17642378505734072,-0.05954085154044196,-0.000772189488988894
-0.5,0.8,-0.8148148148148149,0.7372881355932204,-0.46666666666666684,0.0,-0.3333333333333333,1.0,0.22503725782414297,0.7756729810568291,0.5428226779252111,0.9560585885486022,1.0,0.0,0.0,0.0747837402532548,-0.030405395598698964,-0.15237349552791785
1.0,0.8,0.4444444444444445,0.14406779661016958,0.5333333333333333,-0.6666666666666666,-0.6666666666666666,0.2,-0.4863387978142078,0.08873379860418731,0.8371531966224365,-0.6205059920106516,1.0,0.0,0.0,0.07436172736403826,0.13408064480940407,0.0030588987474132303
0.0,0.0,-0.5555555555555555,-0.1271186440677966,0.6666666666666667,-0.3333333333333333,-0.6666666666666666,0.8,-0.6492796820665675,-0.27118644067796616,0.7020506634499398,-0.5139813581890808,0.0,1.0,0.0,-0.06514720314691298,-0.15438859443724876,0.0353948077422498
0.5,1.6,0.7407407407407407,0.4491525423728812,0.6,0.6666666666666666,0.6666666666666666,-0.8,-0.0004967709885743449,-0.9401794616151545,-0.528347406513872,0.9986684420772306,0.0,1.0,0.0,-0.09335528044546365,-0.030205406111785613,0.07904972482471619
0.5,1.6,-0.5555555555555555,-0.0423728813559322,0.7999999999999999,-0.6666666666666666,-0.3333333333333333,-0.2,-0.45255837059115767,0.30608175473579247,-0.06031363088057902,0.49800266311584546,0.0,1.0,0.0,-0.036404014569549316,0.10919542625899874,0.09840333737474034
-0.5,1.6,-0.5555555555555555,0.7542372881355932,-0.5333333333333334,-0.3333333333333333,-0.3333333333333333,-0.2,0.4893194237456532,0.4297108673978064,-0.5235223160434258,0.4234354194407463,0.0,0.0,1.0,0.03130807479264656,-0.11675934913686545,-0.05784051748900643
1.0,1.6,-0.8518518518518517,0.8050847457627119,0.46666666666666656,-0.3333333333333333,0.0,0.8,0.2637853949329357,-0.37587238285144575,-0.3980699638118216,0.7483355525965381,1.0,0.0,0.0,-0.12742016476589915,-0.027945129579943856,-0.07666933230130882
0.0,1.6,-0.0370370370370369,-0.1610169491525424,-0.13333333333333347,0.0,0.3333333333333333,0.0,-0.35817188276204687,-0.3060817547357928,0.06031363088057902,-0.8229027962716368,0.0,0.0,1.0,-0.026196238128213634,-0.13724436667369247,-0.07186340384926204
0.25,1.6,0.11111111111111104,-0.4661016949152542,0.6,0.0,-0.6666666666666666,0.0,0.3233979135618479,0.2662013958125621,-0.779252110977081,0.43408788282290317,0.0,1.0,0.0,-0.00924489266125083,-0.030642919429128737,-0.05441371129839778
-0.75,-0.8,-0.8148148148148149,0.17796610169491522,0.40000000000000013,0.6666666666666666,0.6666666666666666,0.2,-0.09885742672627928,-0.922233300099701,-0.4897466827503015,0.0026631158455396953,1.0,0.0,0.0,0.08029177962832722,-0.046817878678575814,-0.06249846577929534
0.0,0.8,0.5185185185185186,0.8220338983050848,0.46666666666666656,-0.3333333333333333,0.3333333333333333,-0.8,0.7426726279185294,-0.7567298105682952,0.8950542822677928,0.7003994673768311,0.0,0.0,1.0,-0.04047524065806933,0.06721291869645273,-0.01995424120147358
-0.5,1.6,-0.07407407407407414,-0.6016949152542372,0.26666666666666666,1.0,-1.0,-0.8,-0.12270243417784414,0.48155533399800576,-0.012062726176115547,0.013315579227696585,1.0,0.0,0.0,0.009014012560094788,-0.14131487864014772,-0.19761935704175965
0.5,0.8,0.0370370370370369,0.2457627118644068,-0.7333333333333335,-0.3333333333333333,-0.3333333333333333,0.8,-0.6681569796323896,0.451645064805583,-0.050663449939686155,0.2529960053262323,0.0,0.0,1.0,-0.0033318940940909193,0.0011352760193391507,0.09872039760393309
0.25,0.8,-0.11111111111111104,0.2627118644067796,0.0,0.0,-0.3333333333333333,-0.4,-0.6830601092896177,-0.09371884346959135,-0.8805790108564537,-0.0505992010652457,1.0,0.0,0.0,-0.03550028894034269,-0.0841586291364702,-0.10295717041551401
0.0,-0.8,-0.18518518518518517,0.4661016949152544,0.9333333333333335,1.0,0.6666666666666666,-0.2,-0.3820168902136117,-0.6141575274177468,-0.4318455971049456,-0.0505992010652457,0.0,1.0,0.0,-0.16887436272604855,-0.007734234615950945,0.0035146587828883726
-0.75,1.6,0.11111111111111104,-0.7542372881355931,0.7999999999999999,-0.6666666666666666,-0.3333333333333333,-0.8,-0.42672627918529576,0.8404785643070787,0.7647768395657424,0.5672436750998672,0.0,1.0,0.0,0.10578912314980284,0.07950656867932959,0.09682698075369539
-0.75,0.0,-0.6296296296296297,0.43220338983050843,-1.0000000000000002,-0.6666666666666666,-1.0,0.8,-0.03527074018877319,-0.4546360917248255,-0.5910735826296742,0.26897470039946764,1.0,0.0,0.0,0.03384986786371506,0.012391285692775929,0.17227941140206354
-0.25,-0.8,-0.5925925925925924,0.8220338983050848,-0.7333333333333335,0.3333333333333333,-0.3333333333333333,0.6,-0.09090909090909101,-0.3639082751744767,-0.10856453558504206,0.2796271637816245,0.0,0.0,1.0,-0.007065454922394992,-0.006010898276596032,-0.04911079963334679
